"","EmployeeID","recorddate_key","birthdate_key","orighiredate_key","terminationdate_key","age","length_of_service","city_name","department_name","job_title","store_name","gender_short","gender_full","termreason_desc","termtype_desc","STATUS_YEAR","STATUS","BUSINESS_UNIT"
"48290",1528,"12/1/2010 0:00","1/30/1950","3/24/1990","12/30/2010",60,20,"Victoria","Meats","Meat Cutter",37,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48291",1529,"1/1/2010 0:00","1/30/1950","3/24/1990","1/30/2010",60,19,"Vancouver","Accounts Receiveable","Accounts Receiveable Clerk",35,"M","Male","Retirement","Voluntary",2010,"TERMINATED","HEADOFFICE"
"48292",1530,"2/1/2015 0:00","2/1/1950","3/25/1990","2/1/2015",65,24,"Vernon","Customer Service","Customer Service Manager",36,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48293",1532,"2/1/2010 0:00","2/2/1950","3/25/1990","2/2/2010",60,19,"Kamloops","Dairy","Dairy Person",15,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48294",1533,"2/1/2015 0:00","2/4/1950","3/26/1990","2/4/2015",65,24,"Vancouver","Accounts Receiveable","Accounts Receiveable Clerk",35,"F","Female","Retirement","Voluntary",2015,"TERMINATED","HEADOFFICE"
"48295",1534,"2/1/2015 0:00","2/4/1950","3/26/1990","2/4/2015",65,24,"Cranbrook","Produce","Produce Manager",8,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48296",1535,"2/1/2010 0:00","2/6/1950","3/27/1990","2/6/2010",60,19,"Vancouver","Accounts Receiveable","Accounts Receiveable Clerk",35,"M","Male","Retirement","Voluntary",2010,"TERMINATED","HEADOFFICE"
"48297",1536,"2/1/2010 0:00","2/6/1950","3/27/1990","2/6/2010",60,19,"Kamloops","Processed Foods","Processed Foods Manager",15,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48298",1538,"2/1/2015 0:00","2/6/1950","3/27/1990","2/6/2015",65,24,"Vancouver","Accounts Payable","Accounts Payable Clerk",35,"F","Female","Retirement","Voluntary",2015,"TERMINATED","HEADOFFICE"
"48299",1541,"2/1/2015 0:00","2/11/1950","3/30/1990","2/11/2015",65,24,"Vernon","Meats","Meat Cutter",36,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48300",1542,"2/1/2015 0:00","2/13/1950","3/31/1990","2/13/2015",65,24,"Cranbrook","Bakery","Bakery Manager",8,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48301",1543,"2/1/2015 0:00","2/13/1950","3/31/1990","2/13/2015",65,24,"Vancouver","Accounts Payable","Accounts Payable Clerk",35,"F","Female","Retirement","Voluntary",2015,"TERMINATED","HEADOFFICE"
"48302",1544,"2/1/2010 0:00","2/15/1950","4/1/1990","2/15/2010",60,19,"Trail","Meats","Meats Manager",33,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48303",1545,"12/1/2014 0:00","2/20/1950","4/4/1990","12/30/2014",64,24,"Dawson Creek","Bakery","Baker",9,"F","Female","Layoff","Involuntary",2014,"TERMINATED","STORES"
"48304",1546,"2/1/2010 0:00","2/23/1950","4/5/1990","2/23/2010",60,19,"Nanaimo","Processed Foods","Processed Foods Manager",18,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48305",1547,"2/1/2015 0:00","2/22/1950","4/5/1990","2/22/2015",65,24,"Nanaimo","Customer Service","Customer Service Manager",18,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48306",1548,"2/1/2015 0:00","2/23/1950","4/5/1990","2/23/2015",65,24,"Kelowna","Meats","Meat Cutter",16,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48307",1549,"2/1/2010 0:00","2/26/1950","4/7/1990","2/26/2010",60,19,"Nanaimo","Meats","Meat Cutter",18,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48308",1550,"2/1/2010 0:00","2/26/1950","4/7/1990","2/26/2010",60,19,"Vancouver","Accounts Payable","Accounts Payable Clerk",35,"M","Male","Retirement","Voluntary",2010,"TERMINATED","HEADOFFICE"
"48309",1552,"3/1/2015 0:00","3/1/1950","4/8/1990","3/1/2015",65,24,"Terrace","Processed Foods","Processed Foods Manager",32,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48310",1553,"3/1/2010 0:00","3/4/1950","4/10/1990","3/4/2010",60,19,"Vernon","Meats","Meat Cutter",36,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48311",1554,"12/1/2010 0:00","3/4/1950","4/10/1990","12/30/2010",60,20,"Victoria","Meats","Meat Cutter",37,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48312",1556,"3/1/2010 0:00","3/5/1950","4/11/1990","3/5/2010",60,19,"Cranbrook","Dairy","Dairy Person",8,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48313",1558,"3/1/2015 0:00","3/8/1950","4/12/1990","3/8/2015",65,24,"Cranbrook","Processed Foods","Processed Foods Manager",8,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48314",1559,"3/1/2010 0:00","3/11/1950","4/14/1990","3/11/2010",60,19,"Vancouver","Audit","Auditor",35,"M","Male","Retirement","Voluntary",2010,"TERMINATED","HEADOFFICE"
"48315",1560,"3/1/2015 0:00","3/14/1950","4/15/1990","3/14/2015",65,24,"Vancouver","Audit","Auditor",35,"F","Female","Retirement","Voluntary",2015,"TERMINATED","HEADOFFICE"
"48316",1562,"3/1/2015 0:00","3/20/1950","4/19/1990","3/20/2015",65,24,"Fort St John","Produce","Produce Manager",12,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48317",1566,"4/1/2010 0:00","4/1/1950","4/25/1990","4/1/2010",60,20,"Vancouver","Audit","Auditor",35,"M","Male","Retirement","Voluntary",2010,"TERMINATED","HEADOFFICE"
"48318",1567,"4/1/2015 0:00","4/5/1950","4/27/1990","4/5/2015",65,25,"Kelowna","Meats","Meat Cutter",16,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48319",1568,"4/1/2015 0:00","4/7/1950","4/28/1990","4/7/2015",65,25,"Squamish","Produce","Produce Manager",30,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48320",1569,"4/1/2010 0:00","4/9/1950","4/29/1990","4/9/2010",60,20,"Nanaimo","Meats","Meat Cutter",18,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48321",1571,"4/1/2015 0:00","4/10/1950","4/30/1990","4/10/2015",65,25,"Vancouver","Accounting","Accounting Clerk",35,"F","Female","Retirement","Voluntary",2015,"TERMINATED","HEADOFFICE"
"48322",1573,"4/1/2010 0:00","4/12/1950","5/1/1990","4/12/2010",60,19,"Trail","Bakery","Bakery Manager",33,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48323",1574,"4/1/2010 0:00","4/14/1950","5/2/1990","4/14/2010",60,19,"Trail","Dairy","Dairy Person",33,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48324",1575,"4/1/2010 0:00","4/26/1950","5/8/1990","4/26/2010",60,19,"Nanaimo","Meats","Meat Cutter",18,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48325",1578,"5/1/2015 0:00","5/3/1950","5/12/1990","5/3/2015",65,25,"Vancouver","Accounting","Accounting Clerk",35,"F","Female","Retirement","Voluntary",2015,"TERMINATED","HEADOFFICE"
"48326",1579,"5/1/2015 0:00","5/4/1950","5/12/1990","5/4/2015",65,25,"Vancouver","Accounting","Accounting Clerk",35,"F","Female","Retirement","Voluntary",2015,"TERMINATED","HEADOFFICE"
"48327",1580,"5/1/2015 0:00","5/6/1950","5/13/1990","5/6/2015",65,25,"Fort St John","Bakery","Bakery Manager",12,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48328",1581,"5/1/2010 0:00","5/8/1950","5/14/1990","5/8/2010",60,20,"Squamish","Bakery","Bakery Manager",30,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48329",1585,"5/1/2010 0:00","5/24/1950","5/23/1990","5/24/2010",60,20,"Nanaimo","Meats","Meat Cutter",18,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48330",1586,"12/1/2010 0:00","5/24/1950","5/23/1990","12/30/2010",60,20,"Victoria","Meats","Meat Cutter",37,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48331",1587,"5/1/2015 0:00","5/24/1950","5/23/1990","5/24/2015",65,25,"Prince George","Meats","Meats Manager",26,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48332",1588,"12/1/2010 0:00","5/29/1950","5/25/1990","12/30/2010",60,20,"Victoria","Meats","Meat Cutter",37,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48333",1589,"5/1/2015 0:00","5/29/1950","5/25/1990","5/29/2015",65,25,"Kamloops","Customer Service","Customer Service Manager",15,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48334",1590,"6/1/2010 0:00","6/1/1950","5/27/1990","6/1/2010",60,20,"Cranbrook","Customer Service","Customer Service Manager",8,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48335",1592,"5/1/2015 0:00","5/31/1950","5/27/1990","5/31/2015",65,25,"Vancouver","Accounting","Accounting Clerk",35,"F","Female","Retirement","Voluntary",2015,"TERMINATED","HEADOFFICE"
"48336",1593,"6/1/2010 0:00","6/4/1950","5/29/1990","6/4/2010",60,20,"Trail","Processed Foods","Processed Foods Manager",33,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48337",1594,"6/1/2015 0:00","6/5/1950","5/29/1990","6/5/2015",65,25,"Vancouver","Accounting","Accounting Clerk",35,"F","Female","Retirement","Voluntary",2015,"TERMINATED","HEADOFFICE"
"48338",1595,"6/1/2015 0:00","6/6/1950","5/30/1990","6/6/2015",65,25,"Terrace","Customer Service","Customer Service Manager",32,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48339",1596,"6/1/2010 0:00","6/9/1950","5/31/1990","6/9/2010",60,20,"Vancouver","Investment","Investment Analyst",35,"M","Male","Retirement","Voluntary",2010,"TERMINATED","HEADOFFICE"
"48340",1597,"6/1/2010 0:00","6/10/1950","6/1/1990","6/10/2010",60,20,"Vancouver","Investment","Investment Analyst",35,"M","Male","Retirement","Voluntary",2010,"TERMINATED","HEADOFFICE"
"48341",1598,"6/1/2015 0:00","6/13/1950","6/2/1990","6/13/2015",65,25,"Vancouver","Investment","Investment Analyst",35,"F","Female","Retirement","Voluntary",2015,"TERMINATED","HEADOFFICE"
"48342",1599,"6/1/2010 0:00","6/14/1950","6/3/1990","6/14/2010",60,20,"Surrey","Bakery","Bakery Manager",31,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48343",1600,"12/1/2010 0:00","6/14/1950","6/3/1990","12/30/2010",60,20,"Victoria","Meats","Meat Cutter",37,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48344",1603,"6/1/2015 0:00","6/21/1950","6/7/1990","6/21/2015",65,25,"Vancouver","Store Management","Store Manager",41,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48345",1610,"7/1/2010 0:00","7/5/1950","6/14/1990","7/5/2010",60,20,"Nanaimo","Meats","Meat Cutter",18,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48346",1611,"7/1/2010 0:00","7/6/1950","6/15/1990","7/6/2010",60,20,"Vancouver","Meats","Meats Manager",41,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48347",1612,"7/1/2015 0:00","7/8/1950","6/16/1990","7/8/2015",65,25,"Vancouver","Produce","Produce Manager",41,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48348",1613,"12/1/2014 0:00","7/11/1950","6/17/1990","12/30/2014",64,24,"Grand Forks","Store Management","Store Manager",13,"M","Male","Layoff","Involuntary",2014,"TERMINATED","STORES"
"48349",1615,"7/1/2015 0:00","7/16/1950","6/20/1990","7/16/2015",65,25,"West Vancouver","Store Management","Store Manager",38,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48350",1616,"7/1/2015 0:00","7/20/1950","6/22/1990","7/20/2015",65,25,"Surrey","Dairy","Dairy Person",31,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48351",1617,"12/1/2015 0:00","7/20/1950","6/22/1990","12/30/2015",65,25,"Victoria","Meats","Meat Cutter",37,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48352",1618,"7/1/2015 0:00","7/26/1950","6/25/1990","7/26/2015",65,25,"Vancouver","Bakery","Bakery Manager",41,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48353",1619,"7/1/2015 0:00","7/27/1950","6/26/1990","7/27/2015",65,25,"Nanaimo","Meats","Meat Cutter",18,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48354",1621,"12/1/2015 0:00","7/31/1950","6/28/1990","12/30/2015",65,25,"Victoria","Meats","Meat Cutter",37,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48355",1624,"3/1/2011 0:00","8/3/1950","6/29/1990","3/26/2011",60,20,"Vancouver","Dairy","Dairy Person",41,"F","Female","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"48356",1627,"8/1/2015 0:00","8/10/1950","7/3/1990","8/10/2015",65,25,"Vancouver","Processed Foods","Processed Foods Manager",41,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48357",1628,"8/1/2015 0:00","8/11/1950","7/4/1990","8/11/2015",65,25,"Kamloops","Meats","Meat Cutter",15,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48358",1631,"8/1/2015 0:00","8/20/1950","7/8/1990","8/20/2015",65,25,"Vancouver","Customer Service","Customer Service Manager",41,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48359",1632,"8/1/2015 0:00","8/22/1950","7/9/1990","8/22/2015",65,25,"Prince George","Produce","Produce Manager",26,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48360",1633,"8/1/2015 0:00","8/23/1950","7/10/1990","8/23/2015",65,25,"Nanaimo","Meats","Meat Cutter",18,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48361",1634,"8/1/2015 0:00","8/29/1950","7/13/1990","8/29/2015",65,25,"Burnaby","Meats","Meats Manager",5,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48362",1636,"9/1/2010 0:00","9/1/1950","7/15/1990","9/1/2010",60,20,"Burnaby","Produce","Produce Manager",5,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48363",1638,"9/1/2015 0:00","9/4/1950","7/16/1990","9/4/2015",65,25,"Vancouver","Store Management","Store Manager",42,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48364",1640,"9/1/2010 0:00","9/8/1950","7/18/1990","9/8/2010",60,20,"Kelowna","Meats","Meat Cutter",16,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48365",1642,"9/1/2010 0:00","9/9/1950","7/19/1990","9/9/2010",60,20,"Abbotsford","Store Management","Store Manager",1,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48366",1643,"9/1/2015 0:00","9/11/1950","7/20/1990","9/11/2015",65,25,"Prince George","Bakery","Bakery Manager",26,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48367",1644,"9/1/2010 0:00","9/18/1950","7/24/1990","9/18/2010",60,20,"Squamish","Dairy","Dairy Person",30,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48368",1645,"9/1/2010 0:00","9/27/1950","7/28/1990","9/27/2010",60,20,"New Westminster","Meats","Meats Manager",21,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48369",1647,"9/1/2010 0:00","9/30/1950","7/30/1990","9/30/2010",60,20,"Prince George","Dairy","Dairy Person",26,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48370",1650,"12/1/2015 0:00","10/5/1950","8/2/1990","12/30/2015",65,25,"Victoria","Meats","Meat Cutter",37,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48371",1651,"10/1/2015 0:00","10/8/1950","8/3/1990","10/8/2015",65,25,"New Westminster","Produce","Produce Manager",21,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48372",1652,"10/1/2010 0:00","10/11/1950","8/5/1990","10/11/2010",60,20,"Kelowna","Meats","Meat Cutter",16,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48373",1653,"10/1/2011 0:00","10/12/1950","8/5/1990","10/31/2011",61,21,"Prince George","Processed Foods","Processed Foods Manager",26,"F","Female","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"48374",1655,"10/1/2015 0:00","10/15/1950","8/7/1990","10/15/2015",65,25,"Cranbrook","Meats","Meat Cutter",8,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48375",1656,"10/1/2015 0:00","10/18/1950","8/8/1990","10/18/2015",65,25,"Vancouver","Meats","Meats Manager",42,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48376",1658,"10/1/2010 0:00","10/19/1950","8/9/1990","10/19/2010",60,20,"New Westminster","Bakery","Bakery Manager",21,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48377",1662,"10/1/2010 0:00","10/30/1950","8/15/1990","10/30/2010",60,20,"Trail","Customer Service","Customer Service Manager",33,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48378",1664,"11/1/2015 0:00","11/1/1950","8/16/1990","11/1/2015",65,25,"Vancouver","Produce","Produce Manager",42,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48379",1668,"11/1/2015 0:00","11/12/1950","8/22/1990","11/12/2015",65,25,"New Westminster","Dairy","Dairy Person",21,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48380",1670,"11/1/2010 0:00","11/24/1950","8/28/1990","11/24/2010",60,20,"Nanaimo","Meats","Meat Cutter",18,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48381",1671,"11/1/2010 0:00","11/26/1950","8/29/1990","11/26/2010",60,20,"Quesnel","Bakery","Bakery Manager",28,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48382",1672,"11/1/2015 0:00","11/28/1950","8/30/1990","11/28/2015",65,25,"Aldergrove","Store Management","Store Manager",2,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48383",1673,"11/1/2015 0:00","11/27/1950","8/30/1990","11/27/2015",65,25,"Vancouver","Bakery","Bakery Manager",42,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48384",1674,"12/1/2015 0:00","12/1/1950","9/1/1990","12/1/2015",65,25,"New Westminster","Processed Foods","Processed Foods Manager",21,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48385",1677,"12/1/2015 0:00","12/6/1950","9/3/1990","12/6/2015",65,25,"Kamloops","Meats","Meat Cutter",15,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48386",1680,"12/1/2015 0:00","12/11/1950","9/6/1990","12/11/2015",65,25,"Terrace","Meats","Meat Cutter",32,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48387",1683,"12/1/2010 0:00","12/17/1950","9/9/1990","12/17/2010",60,20,"Vancouver","Dairy","Dairy Person",42,"M","Male","Retirement","Voluntary",2010,"TERMINATED","STORES"
"48388",1684,"12/1/2015 0:00","12/17/1950","9/9/1990","12/17/2015",65,25,"Vancouver","Processed Foods","Processed Foods Manager",42,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48389",1687,"12/1/2015 0:00","12/21/1950","9/11/1990","12/21/2015",65,25,"Aldergrove","Meats","Meats Manager",2,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48390",1690,"12/1/2015 0:00","12/24/1950","9/13/1990","12/24/2015",65,25,"Quesnel","Dairy","Dairy Person",28,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48391",1691,"12/1/2015 0:00","12/26/1950","9/14/1990","12/26/2015",65,25,"Vernon","Meats","Meat Cutter",36,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48392",1693,"12/1/2015 0:00","12/29/1950","9/15/1990","12/29/2015",65,25,"Terrace","Meats","Meat Cutter",32,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48393",1695,"12/1/2015 0:00","12/28/1950","9/15/1990","12/28/2015",65,25,"Vancouver","Customer Service","Customer Service Manager",42,"F","Female","Retirement","Voluntary",2015,"TERMINATED","STORES"
"48394",1700,"12/1/2015 0:00","1/2/1951","9/18/1990","12/30/2015",64,25,"Victoria","Meats","Meat Cutter",37,"M","Male","Layoff","Involuntary",2015,"TERMINATED","STORES"
"1551",1703,"12/31/2015 0:00","1/13/1951","9/23/1990","1/1/1900",64,25,"Vancouver","Meats","Meats Manager",43,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"1561",1705,"12/31/2015 0:00","1/15/1951","9/24/1990","1/1/1900",64,25,"Richmond","Meats","Meats Manager",29,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"1571",1706,"12/31/2015 0:00","1/20/1951","9/27/1990","1/1/1900",64,25,"Kelowna","Meats","Meat Cutter",16,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"1581",1710,"12/31/2015 0:00","1/24/1951","9/29/1990","1/1/1900",64,25,"Prince George","Customer Service","Customer Service Manager",26,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"48395",1711,"12/1/2015 0:00","1/26/1951","9/30/1990","12/30/2015",64,25,"Victoria","Meats","Meat Cutter",37,"M","Male","Layoff","Involuntary",2015,"TERMINATED","STORES"
"1600",1713,"12/31/2015 0:00","1/27/1951","10/1/1990","1/1/1900",64,25,"Vancouver","Produce","Produce Manager",43,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
